Operation, a, b, c, d, e, f, g, h
1613, 1,107900,124900,2,54150,0,108300,0
1614, 1,107900,124900,2,54150,0,400,0
1616, 1,107900,124900,2,54151,0,400,0
1617, 1,107900,124900,2,54151,0,54151,0
1618, 1,107900,124900,2,54151,0,-53749,0
1620, 1,107900,124900,2,54151,0,2,0
1621, 1,107900,124900,2,54151,0,108302,0
1622, 1,107900,124900,2,54151,0,402,0
1624, 1,107900,124900,2,54152,0,402,0
1625, 1,107900,124900,2,54152,0,54152,0
1626, 1,107900,124900,2,54152,0,-53748,0
1628, 1,107900,124900,2,54152,0,2,0
1629, 1,107900,124900,2,54152,0,108304,0
1630, 1,107900,124900,2,54152,0,404,0
1632, 1,107900,124900,2,54153,0,404,0
1633, 1,107900,124900,2,54153,0,54153,0
1634, 1,107900,124900,2,54153,0,-53747,0
1636, 1,107900,124900,2,54153,0,2,0
1637, 1,107900,124900,2,54153,0,108306,0
1638, 1,107900,124900,2,54153,0,406,0
1640, 1,107900,124900,2,54154,0,406,0
1641, 1,107900,124900,2,54154,0,54154,0
1642, 1,107900,124900,2,54154,0,-53746,0
1644, 1,107900,124900,2,54154,0,2,0
1645, 1,107900,124900,2,54154,0,108308,0
1646, 1,107900,124900,2,54154,0,408,0
1648, 1,107900,124900,2,54155,0,408,0
1649, 1,107900,124900,2,54155,0,54155,0
1650, 1,107900,124900,2,54155,0,-53745,0
1652, 1,107900,124900,2,54155,0,2,0
1653, 1,107900,124900,2,54155,0,108310,0
1654, 1,107900,124900,2,54155,0,410,0
1656, 1,107900,124900,2,54156,0,410,0
1657, 1,107900,124900,2,54156,0,54156,0
1658, 1,107900,124900,2,54156,0,-53744,0
1660, 1,107900,124900,2,54156,0,2,0
1661, 1,107900,124900,2,54156,0,108312,0
1662, 1,107900,124900,2,54156,0,412,0
1664, 1,107900,124900,2,54157,0,412,0
1665, 1,107900,124900,2,54157,0,54157,0
1666, 1,107900,124900,2,54157,0,-53743,0
1668, 1,107900,124900,2,54157,0,2,0
1669, 1,107900,124900,2,54157,0,108314,0
1670, 1,107900,124900,2,54157,0,414,0
1672, 1,107900,124900,2,54158,0,414,0
1673, 1,107900,124900,2,54158,0,54158,0
1674, 1,107900,124900,2,54158,0,-53742,0
1676, 1,107900,124900,2,54158,0,2,0
1677, 1,107900,124900,2,54158,0,108316,0
1678, 1,107900,124900,2,54158,0,416,0
1680, 1,107900,124900,2,54159,0,416,0
1681, 1,107900,124900,2,54159,0,54159,0
1682, 1,107900,124900,2,54159,0,-53741,0
1684, 1,107900,124900,2,54159,0,2,0
1685, 1,107900,124900,2,54159,0,108318,0
1686, 1,107900,124900,2,54159,0,418,0
1688, 1,107900,124900,2,54160,0,418,0
1689, 1,107900,124900,2,54160,0,54160,0
1690, 1,107900,124900,2,54160,0,-53740,0
1692, 1,107900,124900,2,54160,0,2,0
1693, 1,107900,124900,2,54160,0,108320,0
1694, 1,107900,124900,2,54160,0,420,0
1696, 1,107900,124900,2,54161,0,420,0
1697, 1,107900,124900,2,54161,0,54161,0
1698, 1,107900,124900,2,54161,0,-53739,0
1700, 1,107900,124900,2,54161,0,2,0
1701, 1,107900,124900,2,54161,0,108322,0
1702, 1,107900,124900,2,54161,0,422,0
1704, 1,107900,124900,2,54162,0,422,0
1705, 1,107900,124900,2,54162,0,54162,0
1706, 1,107900,124900,2,54162,0,-53738,0
1708, 1,107900,124900,2,54162,0,2,0
1709, 1,107900,124900,2,54162,0,108324,0
1710, 1,107900,124900,2,54162,0,424,0
1712, 1,107900,124900,2,54163,0,424,0
1713, 1,107900,124900,2,54163,0,54163,0
1714, 1,107900,124900,2,54163,0,-53737,0
1716, 1,107900,124900,2,54163,0,2,0
1717, 1,107900,124900,2,54163,0,108326,0
1718, 1,107900,124900,2,54163,0,426,0
1720, 1,107900,124900,2,54164,0,426,0
1721, 1,107900,124900,2,54164,0,54164,0
1722, 1,107900,124900,2,54164,0,-53736,0
1724, 1,107900,124900,2,54164,0,2,0
1725, 1,107900,124900,2,54164,0,108328,0
1726, 1,107900,124900,2,54164,0,428,0
1728, 1,107900,124900,2,54165,0,428,0
1729, 1,107900,124900,2,54165,0,54165,0
1730, 1,107900,124900,2,54165,0,-53735,0
1732, 1,107900,124900,2,54165,0,2,0
1733, 1,107900,124900,2,54165,0,108330,0
1734, 1,107900,124900,2,54165,0,430,0
1736, 1,107900,124900,2,54166,0,430,0
1737, 1,107900,124900,2,54166,0,54166,0
1738, 1,107900,124900,2,54166,0,-53734,0
1740, 1,107900,124900,2,54166,0,2,0
1741, 1,107900,124900,2,54166,0,108332,0
1742, 1,107900,124900,2,54166,0,432,0
1744, 1,107900,124900,2,54167,0,432,0
1745, 1,107900,124900,2,54167,0,54167,0
1746, 1,107900,124900,2,54167,0,-53733,0
1748, 1,107900,124900,2,54167,0,2,0
1749, 1,107900,124900,2,54167,0,108334,0
1750, 1,107900,124900,2,54167,0,434,0
1752, 1,107900,124900,2,54168,0,434,0
1753, 1,107900,124900,2,54168,0,54168,0
1754, 1,107900,124900,2,54168,0,-53732,0
1756, 1,107900,124900,2,54168,0,2,0
1757, 1,107900,124900,2,54168,0,108336,0
1758, 1,107900,124900,2,54168,0,436,0
1760, 1,107900,124900,2,54169,0,436,0
1761, 1,107900,124900,2,54169,0,54169,0
1762, 1,107900,124900,2,54169,0,-53731,0
1764, 1,107900,124900,2,54169,0,2,0
1765, 1,107900,124900,2,54169,0,108338,0
1766, 1,107900,124900,2,54169,0,438,0
1768, 1,107900,124900,2,54170,0,438,0
1769, 1,107900,124900,2,54170,0,54170,0
1770, 1,107900,124900,2,54170,0,-53730,0
1772, 1,107900,124900,2,54170,0,2,0
1773, 1,107900,124900,2,54170,0,108340,0
1774, 1,107900,124900,2,54170,0,440,0
1776, 1,107900,124900,2,54171,0,440,0
1777, 1,107900,124900,2,54171,0,54171,0
1778, 1,107900,124900,2,54171,0,-53729,0
1780, 1,107900,124900,2,54171,0,2,0
1781, 1,107900,124900,2,54171,0,108342,0
1782, 1,107900,124900,2,54171,0,442,0
1784, 1,107900,124900,2,54172,0,442,0
1785, 1,107900,124900,2,54172,0,54172,0
1786, 1,107900,124900,2,54172,0,-53728,0
1788, 1,107900,124900,2,54172,0,2,0
1789, 1,107900,124900,2,54172,0,108344,0
1790, 1,107900,124900,2,54172,0,444,0
1792, 1,107900,124900,2,54173,0,444,0
1793, 1,107900,124900,2,54173,0,54173,0
1794, 1,107900,124900,2,54173,0,-53727,0
1796, 1,107900,124900,2,54173,0,2,0
1797, 1,107900,124900,2,54173,0,108346,0
1798, 1,107900,124900,2,54173,0,446,0
1800, 1,107900,124900,2,54174,0,446,0
1801, 1,107900,124900,2,54174,0,54174,0
1802, 1,107900,124900,2,54174,0,-53726,0
1804, 1,107900,124900,2,54174,0,2,0
1805, 1,107900,124900,2,54174,0,108348,0
1806, 1,107900,124900,2,54174,0,448,0
1808, 1,107900,124900,2,54175,0,448,0
1809, 1,107900,124900,2,54175,0,54175,0
1810, 1,107900,124900,2,54175,0,-53725,0
1812, 1,107900,124900,2,54175,0,2,0
1813, 1,107900,124900,2,54175,0,108350,0
1814, 1,107900,124900,2,54175,0,450,0
1816, 1,107900,124900,2,54176,0,450,0
1817, 1,107900,124900,2,54176,0,54176,0
1818, 1,107900,124900,2,54176,0,-53724,0
1820, 1,107900,124900,2,54176,0,2,0
1821, 1,107900,124900,2,54176,0,108352,0
1822, 1,107900,124900,2,54176,0,452,0
1824, 1,107900,124900,2,54177,0,452,0
1825, 1,107900,124900,2,54177,0,54177,0
1826, 1,107900,124900,2,54177,0,-53723,0
1828, 1,107900,124900,2,54177,0,2,0
1829, 1,107900,124900,2,54177,0,108354,0
1830, 1,107900,124900,2,54177,0,454,0
1832, 1,107900,124900,2,54178,0,454,0
1833, 1,107900,124900,2,54178,0,54178,0
1834, 1,107900,124900,2,54178,0,-53722,0
1836, 1,107900,124900,2,54178,0,2,0
1837, 1,107900,124900,2,54178,0,108356,0
1838, 1,107900,124900,2,54178,0,456,0
1840, 1,107900,124900,2,54179,0,456,0
1841, 1,107900,124900,2,54179,0,54179,0
1842, 1,107900,124900,2,54179,0,-53721,0
1844, 1,107900,124900,2,54179,0,2,0
1845, 1,107900,124900,2,54179,0,108358,0
1846, 1,107900,124900,2,54179,0,458,0
1848, 1,107900,124900,2,54180,0,458,0
1849, 1,107900,124900,2,54180,0,54180,0
1850, 1,107900,124900,2,54180,0,-53720,0
1852, 1,107900,124900,2,54180,0,2,0
1853, 1,107900,124900,2,54180,0,108360,0
1854, 1,107900,124900,2,54180,0,460,0
1856, 1,107900,124900,2,54181,0,460,0
1857, 1,107900,124900,2,54181,0,54181,0
1858, 1,107900,124900,2,54181,0,-53719,0
1860, 1,107900,124900,2,54181,0,2,0
1861, 1,107900,124900,2,54181,0,108362,0
1862, 1,107900,124900,2,54181,0,462,0
1864, 1,107900,124900,2,54182,0,462,0
1865, 1,107900,124900,2,54182,0,54182,0
1866, 1,107900,124900,2,54182,0,-53718,0
1868, 1,107900,124900,2,54182,0,2,0
1869, 1,107900,124900,2,54182,0,108364,0
1870, 1,107900,124900,2,54182,0,464,0
1872, 1,107900,124900,2,54183,0,464,0
1873, 1,107900,124900,2,54183,0,54183,0
1874, 1,107900,124900,2,54183,0,-53717,0
1876, 1,107900,124900,2,54183,0,2,0
1877, 1,107900,124900,2,54183,0,108366,0
1878, 1,107900,124900,2,54183,0,466,0
1880, 1,107900,124900,2,54184,0,466,0
1881, 1,107900,124900,2,54184,0,54184,0
1882, 1,107900,124900,2,54184,0,-53716,0
1884, 1,107900,124900,2,54184,0,2,0
1885, 1,107900,124900,2,54184,0,108368,0
1886, 1,107900,124900,2,54184,0,468,0
1888, 1,107900,124900,2,54185,0,468,0
1889, 1,107900,124900,2,54185,0,54185,0
1890, 1,107900,124900,2,54185,0,-53715,0
1892, 1,107900,124900,2,54185,0,2,0
1893, 1,107900,124900,2,54185,0,108370,0
1894, 1,107900,124900,2,54185,0,470,0
1896, 1,107900,124900,2,54186,0,470,0
1897, 1,107900,124900,2,54186,0,54186,0
1898, 1,107900,124900,2,54186,0,-53714,0
1900, 1,107900,124900,2,54186,0,2,0
1901, 1,107900,124900,2,54186,0,108372,0
1902, 1,107900,124900,2,54186,0,472,0
1904, 1,107900,124900,2,54187,0,472,0
1905, 1,107900,124900,2,54187,0,54187,0
1906, 1,107900,124900,2,54187,0,-53713,0
1908, 1,107900,124900,2,54187,0,2,0
1909, 1,107900,124900,2,54187,0,108374,0
1910, 1,107900,124900,2,54187,0,474,0
1912, 1,107900,124900,2,54188,0,474,0
1913, 1,107900,124900,2,54188,0,54188,0
1914, 1,107900,124900,2,54188,0,-53712,0
1916, 1,107900,124900,2,54188,0,2,0
1917, 1,107900,124900,2,54188,0,108376,0
1918, 1,107900,124900,2,54188,0,476,0
1920, 1,107900,124900,2,54189,0,476,0
1921, 1,107900,124900,2,54189,0,54189,0
1922, 1,107900,124900,2,54189,0,-53711,0
1924, 1,107900,124900,2,54189,0,2,0
1925, 1,107900,124900,2,54189,0,108378,0
1926, 1,107900,124900,2,54189,0,478,0
1928, 1,107900,124900,2,54190,0,478,0
1929, 1,107900,124900,2,54190,0,54190,0
1930, 1,107900,124900,2,54190,0,-53710,0
1932, 1,107900,124900,2,54190,0,2,0
1933, 1,107900,124900,2,54190,0,108380,0
1934, 1,107900,124900,2,54190,0,480,0
1936, 1,107900,124900,2,54191,0,480,0
1937, 1,107900,124900,2,54191,0,54191,0
1938, 1,107900,124900,2,54191,0,-53709,0
1940, 1,107900,124900,2,54191,0,2,0
1941, 1,107900,124900,2,54191,0,108382,0
1942, 1,107900,124900,2,54191,0,482,0
1944, 1,107900,124900,2,54192,0,482,0
1945, 1,107900,124900,2,54192,0,54192,0
1946, 1,107900,124900,2,54192,0,-53708,0
1948, 1,107900,124900,2,54192,0,2,0
1949, 1,107900,124900,2,54192,0,108384,0
1950, 1,107900,124900,2,54192,0,484,0
1952, 1,107900,124900,2,54193,0,484,0
1953, 1,107900,124900,2,54193,0,54193,0
1954, 1,107900,124900,2,54193,0,-53707,0
1956, 1,107900,124900,2,54193,0,2,0
1957, 1,107900,124900,2,54193,0,108386,0
1958, 1,107900,124900,2,54193,0,486,0
1960, 1,107900,124900,2,54194,0,486,0
1961, 1,107900,124900,2,54194,0,54194,0
1962, 1,107900,124900,2,54194,0,-53706,0
1964, 1,107900,124900,2,54194,0,2,0
1965, 1,107900,124900,2,54194,0,108388,0
1966, 1,107900,124900,2,54194,0,488,0
1968, 1,107900,124900,2,54195,0,488,0
1969, 1,107900,124900,2,54195,0,54195,0
1970, 1,107900,124900,2,54195,0,-53705,0
1972, 1,107900,124900,2,54195,0,2,0
1973, 1,107900,124900,2,54195,0,108390,0
1974, 1,107900,124900,2,54195,0,490,0
1976, 1,107900,124900,2,54196,0,490,0
1977, 1,107900,124900,2,54196,0,54196,0
1978, 1,107900,124900,2,54196,0,-53704,0
1980, 1,107900,124900,2,54196,0,2,0
1981, 1,107900,124900,2,54196,0,108392,0
1982, 1,107900,124900,2,54196,0,492,0
1984, 1,107900,124900,2,54197,0,492,0
1985, 1,107900,124900,2,54197,0,54197,0
1986, 1,107900,124900,2,54197,0,-53703,0
1988, 1,107900,124900,2,54197,0,2,0
1989, 1,107900,124900,2,54197,0,108394,0
1990, 1,107900,124900,2,54197,0,494,0
1992, 1,107900,124900,2,54198,0,494,0
1993, 1,107900,124900,2,54198,0,54198,0
1994, 1,107900,124900,2,54198,0,-53702,0
1996, 1,107900,124900,2,54198,0,2,0
1997, 1,107900,124900,2,54198,0,108396,0
1998, 1,107900,124900,2,54198,0,496,0
2000, 1,107900,124900,2,54199,0,496,0
2001, 1,107900,124900,2,54199,0,54199,0
2002, 1,107900,124900,2,54199,0,-53701,0
2004, 1,107900,124900,2,54199,0,2,0
2005, 1,107900,124900,2,54199,0,108398,0
2006, 1,107900,124900,2,54199,0,498,0
2008, 1,107900,124900,2,54200,0,498,0
2009, 1,107900,124900,2,54200,0,54200,0
2010, 1,107900,124900,2,54200,0,-53700,0
2012, 1,107900,124900,2,54200,0,2,0
2013, 1,107900,124900,2,54200,0,108400,0
2014, 1,107900,124900,2,54200,0,500,0
2016, 1,107900,124900,2,54201,0,500,0
2017, 1,107900,124900,2,54201,0,54201,0
2018, 1,107900,124900,2,54201,0,-53699,0
2020, 1,107900,124900,2,54201,0,2,0
2021, 1,107900,124900,2,54201,0,108402,0
2022, 1,107900,124900,2,54201,0,502,0
2024, 1,107900,124900,2,54202,0,502,0
2025, 1,107900,124900,2,54202,0,54202,0
2026, 1,107900,124900,2,54202,0,-53698,0
2028, 1,107900,124900,2,54202,0,2,0
2029, 1,107900,124900,2,54202,0,108404,0
2030, 1,107900,124900,2,54202,0,504,0
2032, 1,107900,124900,2,54203,0,504,0
2033, 1,107900,124900,2,54203,0,54203,0
2034, 1,107900,124900,2,54203,0,-53697,0
2036, 1,107900,124900,2,54203,0,2,0
2037, 1,107900,124900,2,54203,0,108406,0
2038, 1,107900,124900,2,54203,0,506,0
2040, 1,107900,124900,2,54204,0,506,0
2041, 1,107900,124900,2,54204,0,54204,0
2042, 1,107900,124900,2,54204,0,-53696,0
2044, 1,107900,124900,2,54204,0,2,0
2045, 1,107900,124900,2,54204,0,108408,0
2046, 1,107900,124900,2,54204,0,508,0
2048, 1,107900,124900,2,54205,0,508,0
2049, 1,107900,124900,2,54205,0,54205,0
2050, 1,107900,124900,2,54205,0,-53695,0
2052, 1,107900,124900,2,54205,0,2,0
2053, 1,107900,124900,2,54205,0,108410,0
2054, 1,107900,124900,2,54205,0,510,0
2056, 1,107900,124900,2,54206,0,510,0
2057, 1,107900,124900,2,54206,0,54206,0
2058, 1,107900,124900,2,54206,0,-53694,0
2060, 1,107900,124900,2,54206,0,2,0
2061, 1,107900,124900,2,54206,0,108412,0
2062, 1,107900,124900,2,54206,0,512,0
2064, 1,107900,124900,2,54207,0,512,0
2065, 1,107900,124900,2,54207,0,54207,0
2066, 1,107900,124900,2,54207,0,-53693,0
2068, 1,107900,124900,2,54207,0,2,0
2069, 1,107900,124900,2,54207,0,108414,0
2070, 1,107900,124900,2,54207,0,514,0
2072, 1,107900,124900,2,54208,0,514,0
2073, 1,107900,124900,2,54208,0,54208,0
2074, 1,107900,124900,2,54208,0,-53692,0
2076, 1,107900,124900,2,54208,0,2,0
2077, 1,107900,124900,2,54208,0,108416,0
2078, 1,107900,124900,2,54208,0,516,0
2080, 1,107900,124900,2,54209,0,516,0
2081, 1,107900,124900,2,54209,0,54209,0
2082, 1,107900,124900,2,54209,0,-53691,0
2084, 1,107900,124900,2,54209,0,2,0
2085, 1,107900,124900,2,54209,0,108418,0
2086, 1,107900,124900,2,54209,0,518,0
2088, 1,107900,124900,2,54210,0,518,0
2089, 1,107900,124900,2,54210,0,54210,0
2090, 1,107900,124900,2,54210,0,-53690,0
2092, 1,107900,124900,2,54210,0,2,0
2093, 1,107900,124900,2,54210,0,108420,0
2094, 1,107900,124900,2,54210,0,520,0
2096, 1,107900,124900,2,54211,0,520,0
2097, 1,107900,124900,2,54211,0,54211,0
2098, 1,107900,124900,2,54211,0,-53689,0
2100, 1,107900,124900,2,54211,0,2,0
2101, 1,107900,124900,2,54211,0,108422,0
2102, 1,107900,124900,2,54211,0,522,0
2104, 1,107900,124900,2,54212,0,522,0
2105, 1,107900,124900,2,54212,0,54212,0
2106, 1,107900,124900,2,54212,0,-53688,0
2108, 1,107900,124900,2,54212,0,2,0
2109, 1,107900,124900,2,54212,0,108424,0
2110, 1,107900,124900,2,54212,0,524,0
2112, 1,107900,124900,2,54213,0,524,0
2113, 1,107900,124900,2,54213,0,54213,0
2114, 1,107900,124900,2,54213,0,-53687,0
2116, 1,107900,124900,2,54213,0,2,0
2117, 1,107900,124900,2,54213,0,108426,0
2118, 1,107900,124900,2,54213,0,526,0
2120, 1,107900,124900,2,54214,0,526,0
2121, 1,107900,124900,2,54214,0,54214,0
2122, 1,107900,124900,2,54214,0,-53686,0
2124, 1,107900,124900,2,54214,0,2,0
2125, 1,107900,124900,2,54214,0,108428,0
2126, 1,107900,124900,2,54214,0,528,0
2128, 1,107900,124900,2,54215,0,528,0
2129, 1,107900,124900,2,54215,0,54215,0
2130, 1,107900,124900,2,54215,0,-53685,0
2132, 1,107900,124900,2,54215,0,2,0
2133, 1,107900,124900,2,54215,0,108430,0
2134, 1,107900,124900,2,54215,0,530,0
2136, 1,107900,124900,2,54216,0,530,0
2137, 1,107900,124900,2,54216,0,54216,0
2138, 1,107900,124900,2,54216,0,-53684,0
2140, 1,107900,124900,2,54216,0,2,0
2141, 1,107900,124900,2,54216,0,108432,0
2142, 1,107900,124900,2,54216,0,532,0
2144, 1,107900,124900,2,54217,0,532,0
2145, 1,107900,124900,2,54217,0,54217,0
2146, 1,107900,124900,2,54217,0,-53683,0
2148, 1,107900,124900,2,54217,0,2,0
2149, 1,107900,124900,2,54217,0,108434,0
2150, 1,107900,124900,2,54217,0,534,0
2152, 1,107900,124900,2,54218,0,534,0
2153, 1,107900,124900,2,54218,0,54218,0
2154, 1,107900,124900,2,54218,0,-53682,0
2156, 1,107900,124900,2,54218,0,2,0
2157, 1,107900,124900,2,54218,0,108436,0
2158, 1,107900,124900,2,54218,0,536,0
2160, 1,107900,124900,2,54219,0,536,0
2161, 1,107900,124900,2,54219,0,54219,0
2162, 1,107900,124900,2,54219,0,-53681,0
2164, 1,107900,124900,2,54219,0,2,0
2165, 1,107900,124900,2,54219,0,108438,0
2166, 1,107900,124900,2,54219,0,538,0
2168, 1,107900,124900,2,54220,0,538,0
2169, 1,107900,124900,2,54220,0,54220,0
2170, 1,107900,124900,2,54220,0,-53680,0
2172, 1,107900,124900,2,54220,0,2,0
2173, 1,107900,124900,2,54220,0,108440,0
2174, 1,107900,124900,2,54220,0,540,0
2176, 1,107900,124900,2,54221,0,540,0
2177, 1,107900,124900,2,54221,0,54221,0
2178, 1,107900,124900,2,54221,0,-53679,0
2180, 1,107900,124900,2,54221,0,2,0
2181, 1,107900,124900,2,54221,0,108442,0
2182, 1,107900,124900,2,54221,0,542,0
2184, 1,107900,124900,2,54222,0,542,0
2185, 1,107900,124900,2,54222,0,54222,0
2186, 1,107900,124900,2,54222,0,-53678,0
2188, 1,107900,124900,2,54222,0,2,0
2189, 1,107900,124900,2,54222,0,108444,0
2190, 1,107900,124900,2,54222,0,544,0
2192, 1,107900,124900,2,54223,0,544,0
2193, 1,107900,124900,2,54223,0,54223,0
2194, 1,107900,124900,2,54223,0,-53677,0
2196, 1,107900,124900,2,54223,0,2,0
2197, 1,107900,124900,2,54223,0,108446,0
2198, 1,107900,124900,2,54223,0,546,0
2200, 1,107900,124900,2,54224,0,546,0
2201, 1,107900,124900,2,54224,0,54224,0
2202, 1,107900,124900,2,54224,0,-53676,0
2204, 1,107900,124900,2,54224,0,2,0
2205, 1,107900,124900,2,54224,0,108448,0
2206, 1,107900,124900,2,54224,0,548,0
2208, 1,107900,124900,2,54225,0,548,0
2209, 1,107900,124900,2,54225,0,54225,0
2210, 1,107900,124900,2,54225,0,-53675,0
2212, 1,107900,124900,2,54225,0,2,0
2213, 1,107900,124900,2,54225,0,108450,0
2214, 1,107900,124900,2,54225,0,550,0
2216, 1,107900,124900,2,54226,0,550,0
2217, 1,107900,124900,2,54226,0,54226,0
2218, 1,107900,124900,2,54226,0,-53674,0
2220, 1,107900,124900,2,54226,0,2,0
2221, 1,107900,124900,2,54226,0,108452,0
2222, 1,107900,124900,2,54226,0,552,0
2224, 1,107900,124900,2,54227,0,552,0
2225, 1,107900,124900,2,54227,0,54227,0
2226, 1,107900,124900,2,54227,0,-53673,0
2228, 1,107900,124900,2,54227,0,2,0
2229, 1,107900,124900,2,54227,0,108454,0
2230, 1,107900,124900,2,54227,0,554,0
2232, 1,107900,124900,2,54228,0,554,0
2233, 1,107900,124900,2,54228,0,54228,0
2234, 1,107900,124900,2,54228,0,-53672,0
2236, 1,107900,124900,2,54228,0,2,0
2237, 1,107900,124900,2,54228,0,108456,0
2238, 1,107900,124900,2,54228,0,556,0
2240, 1,107900,124900,2,54229,0,556,0
2241, 1,107900,124900,2,54229,0,54229,0
2242, 1,107900,124900,2,54229,0,-53671,0
2244, 1,107900,124900,2,54229,0,2,0
2245, 1,107900,124900,2,54229,0,108458,0
2246, 1,107900,124900,2,54229,0,558,0
2248, 1,107900,124900,2,54230,0,558,0
2249, 1,107900,124900,2,54230,0,54230,0
2250, 1,107900,124900,2,54230,0,-53670,0
2252, 1,107900,124900,2,54230,0,2,0
2253, 1,107900,124900,2,54230,0,108460,0
2254, 1,107900,124900,2,54230,0,560,0
2256, 1,107900,124900,2,54231,0,560,0
2257, 1,107900,124900,2,54231,0,54231,0
2258, 1,107900,124900,2,54231,0,-53669,0
2260, 1,107900,124900,2,54231,0,2,0
2261, 1,107900,124900,2,54231,0,108462,0
2262, 1,107900,124900,2,54231,0,562,0
2264, 1,107900,124900,2,54232,0,562,0
2265, 1,107900,124900,2,54232,0,54232,0
2266, 1,107900,124900,2,54232,0,-53668,0
2268, 1,107900,124900,2,54232,0,2,0
2269, 1,107900,124900,2,54232,0,108464,0
2270, 1,107900,124900,2,54232,0,564,0
2272, 1,107900,124900,2,54233,0,564,0
2273, 1,107900,124900,2,54233,0,54233,0
2274, 1,107900,124900,2,54233,0,-53667,0
2276, 1,107900,124900,2,54233,0,2,0
2277, 1,107900,124900,2,54233,0,108466,0
2278, 1,107900,124900,2,54233,0,566,0
2280, 1,107900,124900,2,54234,0,566,0
2281, 1,107900,124900,2,54234,0,54234,0
2282, 1,107900,124900,2,54234,0,-53666,0
2284, 1,107900,124900,2,54234,0,2,0
2285, 1,107900,124900,2,54234,0,108468,0
2286, 1,107900,124900,2,54234,0,568,0
2288, 1,107900,124900,2,54235,0,568,0
2289, 1,107900,124900,2,54235,0,54235,0
2290, 1,107900,124900,2,54235,0,-53665,0
2292, 1,107900,124900,2,54235,0,2,0
2293, 1,107900,124900,2,54235,0,108470,0
2294, 1,107900,124900,2,54235,0,570,0
2296, 1,107900,124900,2,54236,0,570,0
2297, 1,107900,124900,2,54236,0,54236,0
2298, 1,107900,124900,2,54236,0,-53664,0
2300, 1,107900,124900,2,54236,0,2,0
2301, 1,107900,124900,2,54236,0,108472,0
2302, 1,107900,124900,2,54236,0,572,0
2304, 1,107900,124900,2,54237,0,572,0
2305, 1,107900,124900,2,54237,0,54237,0
2306, 1,107900,124900,2,54237,0,-53663,0
2308, 1,107900,124900,2,54237,0,2,0
2309, 1,107900,124900,2,54237,0,108474,0
2310, 1,107900,124900,2,54237,0,574,0
2312, 1,107900,124900,2,54238,0,574,0
2313, 1,107900,124900,2,54238,0,54238,0
2314, 1,107900,124900,2,54238,0,-53662,0
2316, 1,107900,124900,2,54238,0,2,0
2317, 1,107900,124900,2,54238,0,108476,0
2318, 1,107900,124900,2,54238,0,576,0
2320, 1,107900,124900,2,54239,0,576,0
2321, 1,107900,124900,2,54239,0,54239,0
2322, 1,107900,124900,2,54239,0,-53661,0
2324, 1,107900,124900,2,54239,0,2,0
2325, 1,107900,124900,2,54239,0,108478,0
2326, 1,107900,124900,2,54239,0,578,0
2328, 1,107900,124900,2,54240,0,578,0
2329, 1,107900,124900,2,54240,0,54240,0
2330, 1,107900,124900,2,54240,0,-53660,0
2332, 1,107900,124900,2,54240,0,2,0
2333, 1,107900,124900,2,54240,0,108480,0
2334, 1,107900,124900,2,54240,0,580,0
2336, 1,107900,124900,2,54241,0,580,0
2337, 1,107900,124900,2,54241,0,54241,0
2338, 1,107900,124900,2,54241,0,-53659,0
2340, 1,107900,124900,2,54241,0,2,0
2341, 1,107900,124900,2,54241,0,108482,0
2342, 1,107900,124900,2,54241,0,582,0
2344, 1,107900,124900,2,54242,0,582,0
2345, 1,107900,124900,2,54242,0,54242,0
2346, 1,107900,124900,2,54242,0,-53658,0
2348, 1,107900,124900,2,54242,0,2,0
2349, 1,107900,124900,2,54242,0,108484,0
2350, 1,107900,124900,2,54242,0,584,0
2352, 1,107900,124900,2,54243,0,584,0
2353, 1,107900,124900,2,54243,0,54243,0
2354, 1,107900,124900,2,54243,0,-53657,0
2356, 1,107900,124900,2,54243,0,2,0
2357, 1,107900,124900,2,54243,0,108486,0
2358, 1,107900,124900,2,54243,0,586,0
2360, 1,107900,124900,2,54244,0,586,0
2361, 1,107900,124900,2,54244,0,54244,0
2362, 1,107900,124900,2,54244,0,-53656,0
2364, 1,107900,124900,2,54244,0,2,0
2365, 1,107900,124900,2,54244,0,108488,0
2366, 1,107900,124900,2,54244,0,588,0
2368, 1,107900,124900,2,54245,0,588,0
2369, 1,107900,124900,2,54245,0,54245,0
2370, 1,107900,124900,2,54245,0,-53655,0
2372, 1,107900,124900,2,54245,0,2,0
2373, 1,107900,124900,2,54245,0,108490,0
2374, 1,107900,124900,2,54245,0,590,0
2376, 1,107900,124900,2,54246,0,590,0
2377, 1,107900,124900,2,54246,0,54246,0
2378, 1,107900,124900,2,54246,0,-53654,0
2380, 1,107900,124900,2,54246,0,2,0
2381, 1,107900,124900,2,54246,0,108492,0
2382, 1,107900,124900,2,54246,0,592,0
2384, 1,107900,124900,2,54247,0,592,0
2385, 1,107900,124900,2,54247,0,54247,0
2386, 1,107900,124900,2,54247,0,-53653,0
2388, 1,107900,124900,2,54247,0,2,0
2389, 1,107900,124900,2,54247,0,108494,0
2390, 1,107900,124900,2,54247,0,594,0
2392, 1,107900,124900,2,54248,0,594,0
2393, 1,107900,124900,2,54248,0,54248,0
2394, 1,107900,124900,2,54248,0,-53652,0
2396, 1,107900,124900,2,54248,0,2,0
2397, 1,107900,124900,2,54248,0,108496,0
2398, 1,107900,124900,2,54248,0,596,0
